# silvervine.exomesh.dune-telemetry.v1 | simulated_loss_prevented_usd: counterfactual notional protected (USD)
timestamp,venue,intercept_type,reflex_latency_us,gas_burned,simulated_loss_prevented_usd,gas_saved_usd,status
2026-09-14T22:53:12.829Z,usdai,OBSERVATORY_HAIRCUT,40.8,0.000000,21546.00,0.25,FAIL_CLOSED
2026-09-14T22:58:59.817Z,usdai,OBSERVATORY_HAIRCUT,43.1,0.000000,33299.00,0.25,FAIL_CLOSED
2026-09-14T23:04:46.805Z,usdai,OBSERVATORY_HAIRCUT,45.4,0.000000,45052.00,0.25,FAIL_CLOSED
2026-09-14T23:10:33.793Z,gmx,SOIL_RESISTANCE_TRIP,3.5,0.000000,7268.00,0.25,FAIL_CLOSED
2026-09-14T23:16:20.781Z,gmx,OBSERVATORY_HAIRCUT,42.9,0.000000,38557.00,0.25,FAIL_CLOSED
2026-09-14T23:22:07.769Z,usdai,OBSERVATORY_HAIRCUT,44.9,0.000000,20309.00,0.25,FAIL_CLOSED
2026-09-14T23:27:54.757Z,gmx,OBSERVATORY_HAIRCUT,40.4,0.000000,32062.00,0.25,FAIL_CLOSED
2026-09-14T23:33:41.745Z,gmx,MAX_ATTEMPTS_SEVERED,11.3,0.000000,45876.00,0.25,FAIL_CLOSED
2026-09-14T23:39:28.733Z,hyperliquid,HONEYPOT_DECOY,18.8,0.000000,5928.00,0.25,FAIL_CLOSED
2026-09-14T23:45:15.721Z,hyperliquid,HONEYPOT_DECOY,14.3,0.000000,7887.00,0.25,FAIL_CLOSED
2026-09-14T23:51:02.709Z,hyperliquid,SOIL_RESISTANCE_TRIP,5.2,0.000000,14691.00,0.25,FAIL_CLOSED
2026-09-14T23:56:49.697Z,usdai,OBSERVATORY_HAIRCUT,44.4,0.000000,30825.00,0.25,FAIL_CLOSED
2026-09-15T00:02:36.685Z,gmx,OBSERVATORY_HAIRCUT,39.9,0.000000,42577.00,0.25,FAIL_CLOSED
2026-09-15T00:08:23.673Z,usdai,HONEYPOT_DECOY,16.1,0.000000,5722.00,0.25,FAIL_CLOSED
2026-09-15T00:14:10.660Z,pendle,MAX_ATTEMPTS_SEVERED,12.8,0.000000,40722.00,0.25,FAIL_CLOSED
2026-09-15T00:19:57.648Z,pendle,MAX_ATTEMPTS_SEVERED,8.2,0.000000,48557.00,0.25,FAIL_CLOSED
2026-09-15T00:25:44.636Z,hyperliquid,MAX_ATTEMPTS_SEVERED,10.3,0.000000,36392.00,0.25,FAIL_CLOSED
2026-09-15T00:31:31.624Z,usdai,OBSERVATORY_HAIRCUT,44.0,0.000000,41340.00,0.25,FAIL_CLOSED
2026-09-15T00:37:18.612Z,gmx,SOIL_RESISTANCE_TRIP,2.0,0.000000,6031.00,0.25,FAIL_CLOSED
2026-09-15T00:43:05.600Z,variational,SOIL_RESISTANCE_TRIP,4.2,0.000000,9948.00,0.25,FAIL_CLOSED
2026-09-15T00:48:52.588Z,gmx,OBSERVATORY_HAIRCUT,43.7,0.000000,46598.00,0.25,FAIL_CLOSED
2026-09-15T00:54:39.576Z,usdai,OBSERVATORY_HAIRCUT,38.9,0.000000,28351.00,0.25,FAIL_CLOSED
2026-09-15T01:00:26.564Z,gmx,MAX_ATTEMPTS_SEVERED,9.8,0.000000,43402.00,0.25,FAIL_CLOSED
2026-09-15T01:06:13.552Z,gmx,MAX_ATTEMPTS_SEVERED,12.0,0.000000,31237.00,0.25,FAIL_CLOSED
2026-09-15T01:12:00.540Z,hyperliquid,HONEYPOT_DECOY,12.9,0.000000,7268.00,0.25,FAIL_CLOSED
2026-09-15T01:17:47.528Z,variational,SOIL_RESISTANCE_TRIP,3.8,0.000000,13454.00,0.25,FAIL_CLOSED
2026-09-15T01:23:34.516Z,hyperliquid,MAX_ATTEMPTS_SEVERED,11.5,0.000000,34742.00,0.25,FAIL_CLOSED
2026-09-15T01:29:21.504Z,variational,OBSERVATORY_HAIRCUT,45.2,0.000000,38866.00,0.25,FAIL_CLOSED
2026-09-15T01:35:08.492Z,usdai,SOIL_RESISTANCE_TRIP,3.5,0.000000,5206.00,0.25,FAIL_CLOSED
2026-09-15T01:40:55.480Z,gmx,SOIL_RESISTANCE_TRIP,5.6,0.000000,9124.00,0.25,FAIL_CLOSED
2026-09-15T01:46:42.468Z,pendle,MAX_ATTEMPTS_SEVERED,13.6,0.000000,46082.00,0.25,FAIL_CLOSED
2026-09-15T01:52:29.456Z,usdai,OBSERVATORY_HAIRCUT,40.2,0.000000,25876.00,0.25,FAIL_CLOSED
2026-09-15T01:58:16.444Z,usdai,OBSERVATORY_HAIRCUT,42.5,0.000000,37629.00,0.25,FAIL_CLOSED
2026-09-15T02:04:03.432Z,usdai,OBSERVATORY_HAIRCUT,44.8,0.000000,49381.00,0.25,FAIL_CLOSED
2026-09-15T02:09:50.420Z,gmx,SOIL_RESISTANCE_TRIP,2.7,0.000000,8711.00,0.25,FAIL_CLOSED
2026-09-15T02:15:37.407Z,gmx,OBSERVATORY_HAIRCUT,42.2,0.000000,42887.00,0.25,FAIL_CLOSED
2026-09-15T02:21:24.395Z,gmx,SOIL_RESISTANCE_TRIP,7.3,0.000000,6546.00,0.25,FAIL_CLOSED
2026-09-15T02:27:11.383Z,gmx,OBSERVATORY_HAIRCUT,39.8,0.000000,36392.00,0.25,FAIL_CLOSED
2026-09-15T02:32:58.371Z,gmx,MAX_ATTEMPTS_SEVERED,10.6,0.000000,48763.00,0.25,FAIL_CLOSED
2026-09-15T02:38:45.359Z,hyperliquid,HONEYPOT_DECOY,18.2,0.000000,6649.00,0.25,FAIL_CLOSED
2026-09-15T02:44:32.347Z,hyperliquid,HONEYPOT_DECOY,13.7,0.000000,8608.00,0.25,FAIL_CLOSED
2026-09-15T02:50:19.335Z,variational,SOIL_RESISTANCE_TRIP,4.5,0.000000,6134.00,0.25,FAIL_CLOSED
2026-09-15T02:56:06.323Z,usdai,OBSERVATORY_HAIRCUT,43.8,0.000000,35155.00,0.25,FAIL_CLOSED
2026-09-15T03:01:53.311Z,gmx,OBSERVATORY_HAIRCUT,39.3,0.000000,46907.00,0.25,FAIL_CLOSED
2026-09-15T03:07:40.299Z,usdai,HONEYPOT_DECOY,15.5,0.000000,6443.00,0.25,FAIL_CLOSED
2026-09-15T03:13:27.287Z,pendle,MAX_ATTEMPTS_SEVERED,12.1,0.000000,43608.00,0.25,FAIL_CLOSED
